b'-BEGIN HEADER-\r
NASA/POWER Source Native Resolution Hourly Data \r
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST\r
Location: Latitude  47.99   Longitude 139.53 \r
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 287.71 meters\r
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 \r
Parameter(s): \r
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) \r
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) \r
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) \r
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) \r
T2M                    MERRA-2 Temperature at 2 Meters (C) \r
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) \r
-END HEADER-\r
YEAR,MO,DY,HR,ALLSKY_SRF_ALB,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,T2M,WS10M
2023,2,13,18,-999.0,0.0,0.0,0.0,-12.78,2.72
2023,2,13,19,-999.0,0.0,0.0,0.0,-13.13,2.99
2023,2,13,20,-999.0,0.0,0.0,0.0,-13.45,3.33
2023,2,13,21,-999.0,0.0,0.0,0.0,-13.78,3.73
2023,2,13,22,-999.0,0.0,0.0,0.0,-14.1,4.06
2023,2,13,23,-999.0,0.0,0.0,0.0,-14.25,4.45
2023,2,14,0,-999.0,0.0,0.0,0.0,-14.42,4.67
2023,2,14,1,-999.0,0.0,0.0,0.0,-14.65,4.8
2023,2,14,2,-999.0,0.0,0.0,0.0,-14.91,4.89
2023,2,14,3,-999.0,0.0,0.0,0.0,-15.17,4.96
2023,2,14,4,-999.0,0.0,0.0,0.0,-15.45,5.02
2023,2,14,5,-999.0,0.0,0.0,0.0,-15.83,5.06
2023,2,14,6,-999.0,0.0,0.0,0.0,-16.06,5.19
2023,2,14,7,0.14,40.11,45.79,43.17,-16.19,5.34
2023,2,14,8,0.11,143.08,187.78,176.73,-15.61,5.64
2023,2,14,9,0.13,179.27,223.02,271.45,-15.02,5.93
2023,2,14,10,0.13,194.78,390.32,338.73,-14.43,5.76
2023,2,14,11,0.14,230.03,400.22,416.27,-14.11,5.49
2023,2,14,12,0.12,111.64,645.83,362.95,-14.0,5.04
2023,2,14,13,0.15,213.03,402.55,378.0,-13.99,4.68
2023,2,14,14,0.14,179.51,315.05,292.95,-13.98,4.45
2023,2,14,15,0.15,94.52,299.36,158.0,-14.11,4.33
2023,2,14,16,0.17,40.39,81.6,46.05,-14.46,4.19
2023,2,14,17,-999.0,0.0,0.0,0.0,-15.47,4.47
2023,2,14,18,-999.0,0.0,0.0,0.0,-16.38,5.01
2023,2,14,19,-999.0,0.0,0.0,0.0,-17.14,5.29
2023,2,14,20,-999.0,0.0,0.0,0.0,-17.86,5.17
2023,2,14,21,-999.0,0.0,0.0,0.0,-18.57,5.06
2023,2,14,22,-999.0,0.0,0.0,0.0,-19.36,4.93
2023,2,14,23,-999.0,0.0,0.0,0.0,-20.08,4.98
2023,2,15,0,-999.0,0.0,0.0,0.0,-20.66,4.95
2023,2,15,1,-999.0,0.0,0.0,0.0,-21.16,4.93
2023,2,15,2,-999.0,0.0,0.0,0.0,-21.6,4.93
2023,2,15,3,-999.0,0.0,0.0,0.0,-21.89,4.97
2023,2,15,4,-999.0,0.0,0.0,0.0,-22.14,4.89
2023,2,15,5,-999.0,0.0,0.0,0.0,-22.19,4.79
2023,2,15,6,-999.0,0.0,0.0,0.0,-22.07,4.74
2023,2,15,7,0.2,36.3,191.8,56.35,-21.03,4.67
2023,2,15,8,0.24,100.07,481.43,209.98,-18.92,4.41
2023,2,15,9,0.12,115.56,689.17,361.42,-16.54,4.34
2023,2,15,10,0.14,104.61,842.14,469.75,-14.44,4.74
2023,2,15,11,0.14,109.77,859.76,530.0,-13.24,4.78
2023,2,15,12,0.11,117.71,867.54,525.17,-12.65,4.55
2023,2,15,13,0.11,93.69,848.81,468.6,-12.43,4.21
2023,2,15,14,0.14,101.2,766.5,371.65,-12.52,3.93
2023,2,15,15,0.13,81.09,626.89,222.15,-13.09,3.69
2023,2,15,16,0.18,31.83,331.88,66.03,-14.44,3.49
2023,2,15,17,-999.0,0.0,0.0,0.0,-16.16,3.7
2023,2,15,18,-999.0,0.0,0.0,0.0,-17.22,3.78
2023,2,15,19,-999.0,0.0,0.0,0.0,-18.02,3.78
2023,2,15,20,-999.0,0.0,0.0,0.0,-18.66,3.81
2023,2,15,21,-999.0,0.0,0.0,0.0,-19.24,3.8
2023,2,15,22,-999.0,0.0,0.0,0.0,-19.86,3.69
2023,2,15,23,-999.0,0.0,0.0,0.0,-20.32,3.73
2023,2,16,0,-999.0,0.0,0.0,0.0,-20.71,3.81
2023,2,16,1,-999.0,0.0,0.0,0.0,-20.92,4.06
2023,2,16,2,-999.0,0.0,0.0,0.0,-21.05,4.05
2023,2,16,3,-999.0,0.0,0.0,0.0,-21.21,3.99
2023,2,16,4,-999.0,0.0,0.0,0.0,-21.34,3.93
2023,2,16,5,-999.0,0.0,0.0,0.0,-21.4,3.89
2023,2,16,6,-999.0,0.0,0.0,0.0,-21.34,3.84
2023,2,16,7,0.17,32.54,277.44,63.33,-20.24,3.7
2023,2,16,8,0.15,82.12,592.81,224.95,-17.61,3.26
2023,2,16,9,0.16,67.39,860.67,375.08,-14.88,2.78
2023,2,16,10,0.07,113.08,780.12,455.5,-12.11,2.36
2023,2,16,11,0.12,79.64,955.35,543.05,-10.08,1.84
2023,2,16,12,0.11,110.44,858.36,523.95,-9.24,1.41
2023,2,16,13,0.13,116.97,810.25,474.58,-9.03,1.08
2023,2,16,14,0.13,98.57,756.52,367.38,-9.18,0.87
2023,2,16,15,0.13,77.16,595.27,215.82,-9.79,0.66
2023,2,16,16,0.17,33.61,271.1,64.9,-11.37,0.78
2023,2,16,17,-999.0,0.0,0.0,0.0,-12.73,1.19
2023,2,16,18,-999.0,0.0,0.0,0.0,-13.67,1.54
2023,2,16,19,-999.0,0.0,0.0,0.0,-14.33,1.88
2023,2,16,20,-999.0,0.0,0.0,0.0,-15.0,2.17
2023,2,16,21,-999.0,0.0,0.0,0.0,-15.71,2.45
2023,2,16,22,-999.0,0.0,0.0,0.0,-16.39,2.7
2023,2,16,23,-999.0,0.0,0.0,0.0,-16.84,2.93
2023,2,17,0,-999.0,0.0,0.0,0.0,-17.4,3.11
2023,2,17,1,-999.0,0.0,0.0,0.0,-17.9,3.29
2023,2,17,2,-999.0,0.0,0.0,0.0,-18.05,3.4
2023,2,17,3,-999.0,0.0,0.0,0.0,-17.95,3.3
2023,2,17,4,-999.0,0.0,0.0,0.0,-17.74,3.05
2023,2,17,5,-999.0,0.0,0.0,0.0,-17.37,2.81
2023,2,17,6,-999.0,0.0,0.0,0.0,-16.77,2.58
2023,2,17,7,0.12,49.27,83.34,51.95,-15.34,2.22
2023,2,17,8,0.1,123.51,336.05,188.38,-12.7,1.57
2023,2,17,9,0.05,180.83,236.35,270.12,-10.5,1.02
2023,2,17,10,0.05,210.87,307.21,340.52,-8.66,0.65
2023,2,17,11,0.13,256.72,368.97,431.27,-7.26,0.52
2023,2,17,12,0.11,151.92,676.95,490.2,-6.31,0.72
2023,2,17,13,0.12,118.17,703.05,439.45,-5.81,0.9
2023,2,17,14,0.12,106.52,629.57,336.27,-5.74,0.91
2023,2,17,15,0.11,93.57,410.24,196.12,-6.31,1.07
2023,2,17,16,0.14,37.87,130.42,54.3,-7.86,1.62
2023,2,17,17,-999.0,0.0,0.0,0.0,-9.24,1.96
2023,2,17,18,-999.0,0.0,0.0,0.0,-10.06,2.05
2023,2,17,19,-999.0,0.0,0.0,0.0,-10.55,2.07
2023,2,17,20,-999.0,0.0,0.0,0.0,-11.22,2.14
2023,2,17,21,-999.0,0.0,0.0,0.0,-12.04,2.29
2023,2,17,22,-999.0,0.0,0.0,0.0,-12.69,2.5
2023,2,17,23,-999.0,0.0,0.0,0.0,-12.76,2.78
2023,2,18,0,-999.0,0.0,0.0,0.0,-13.04,2.74
2023,2,18,1,-999.0,0.0,0.0,0.0,-13.14,2.91
2023,2,18,2,-999.0,0.0,0.0,0.0,-13.0,3.02
2023,2,18,3,-999.0,0.0,0.0,0.0,-13.03,2.93
2023,2,18,4,-999.0,0.0,0.0,0.0,-13.1,2.82
2023,2,18,5,-999.0,0.0,0.0,0.0,-13.52,2.88
2023,2,18,6,-999.0,0.0,0.0,0.0,-14.19,2.9
2023,2,18,7,0.16,42.9,67.91,51.53,-13.38,2.93
2023,2,18,8,0.15,115.16,334.93,196.75,-11.01,2.67
2023,2,18,9,0.13,124.66,594.98,314.62,-8.76,2.69
2023,2,18,10,0.17,174.91,548.55,419.75,-6.74,3.55
2023,2,18,11,0.13,252.69,288.02,402.6,-5.73,4.23
2023,2,18,12,0.12,171.8,388.55,364.83,-5.71,4.66
2023,2,18,13,0.12,170.55,367.33,333.02,-5.95,5.11
2023,2,18,14,0.13,116.45,412.11,261.33,-6.53,5.37
2023,2,18,15,0.15,81.74,406.01,173.38,-7.45,4.91
2023,2,18,16,0.16,40.61,197.4,64.82,-9.12,3.72
2023,2,18,17,-999.0,0.0,0.0,0.0,-11.81,2.9
2023,2,18,18,-999.0,0.0,0.0,0.0,-12.81,2.67
2023,2,18,19,-999.0,0.0,0.0,0.0,-13.06,2.77
2023,2,18,20,-999.0,0.0,0.0,0.0,-13.17,2.84
2023,2,18,21,-999.0,0.0,0.0,0.0,-13.21,2.86
2023,2,18,22,-999.0,0.0,0.0,0.0,-13.35,2.97
2023,2,18,23,-999.0,0.0,0.0,0.0,-13.57,3.09
2023,2,19,0,-999.0,0.0,0.0,0.0,-13.89,3.19
2023,2,19,1,-999.0,0.0,0.0,0.0,-14.38,3.38
2023,2,19,2,-999.0,0.0,0.0,0.0,-14.81,3.47
2023,2,19,3,-999.0,0.0,0.0,0.0,-15.11,3.37
2023,2,19,4,-999.0,0.0,0.0,0.0,-15.45,3.27
2023,2,19,5,-999.0,0.0,0.0,0.0,-15.8,3.25
2023,2,19,6,-999.0,0.0,0.0,0.0,-16.04,3.33
2023,2,19,7,0.2,41.97,224.59,69.95,-14.8,3.27
2023,2,19,8,0.2,107.37,348.66,189.7,-12.41,3.21
2023,2,19,9,0.11,159.5,509.28,334.42,-11.16,3.19
2023,2,19,10,0.11,177.05,524.33,414.23,-10.34,2.91
2023,2,19,11,0.14,230.83,510.47,488.85,-9.67,2.69
2023,2,19,12,0.14,191.39,618.79,492.58,-9.39,2.69
2023,2,19,13,0.16,192.79,586.57,450.77,-9.32,2.87
2023,2,19,14,0.15,187.51,443.59,349.88,-9.42,3.1
2023,2,19,15,0.14,123.62,329.46,201.25,-9.76,3.23
2023,2,19,16,0.15,52.83,115.14,62.3,-10.73,3.19
2023,2,19,17,-999.0,0.0,0.0,0.0,-12.0,3.47
2023,2,19,18,-999.0,0.0,0.0,0.0,-12.47,3.66
2023,2,19,19,-999.0,0.0,0.0,0.0,-12.82,3.88
2023,2,19,20,-999.0,0.0,0.0,0.0,-13.28,4.09
2023,2,19,21,-999.0,0.0,0.0,0.0,-13.74,4.14
2023,2,19,22,-999.0,0.0,0.0,0.0,-14.08,4.19
2023,2,19,23,-999.0,0.0,0.0,0.0,-14.34,4.24
2023,2,20,0,-999.0,0.0,0.0,0.0,-14.62,4.27
2023,2,20,1,-999.0,0.0,0.0,0.0,-14.97,4.26
2023,2,20,2,-999.0,0.0,0.0,0.0,-15.26,4.34
2023,2,20,3,-999.0,0.0,0.0,0.0,-15.51,4.4
2023,2,20,4,-999.0,0.0,0.0,0.0,-15.79,4.45
2023,2,20,5,-999.0,0.0,0.0,0.0,-16.1,4.3
2023,2,20,6,-999.0,0.0,0.0,0.0,-16.1,4.18
2023,2,20,7,0.16,54.68,117.18,64.68,-15.4,4.12
2023,2,20,8,0.15,127.21,392.05,216.65,-13.66,4.18
2023,2,20,9,0.15,112.48,572.77,277.1,-12.22,4.27
2023,2,20,10,0.06,165.25,444.23,366.9,-11.15,4.28
2023,2,20,11,0.14,201.48,583.16,456.92,-10.52,4.09
2023,2,20,12,0.14,202.43,525.3,466.35,-10.31,3.9
2023,2,20,13,0.11,144.46,518.31,328.67,-10.34,3.76
2023,2,20,14,0.26,149.87,536.41,332.95,-10.47,3.56
2023,2,20,15,0.19,83.82,466.18,192.32,-10.75,3.32
2023,2,20,16,0.18,42.6,196.68,71.12,-11.63,2.94
2023,2,20,17,-999.0,0.0,0.0,0.0,-12.81,3.01
2023,2,20,18,-999.0,0.0,0.0,0.0,-13.66,3.06
2023,2,20,19,-999.0,0.0,0.0,0.0,-14.7,3.3
2023,2,20,20,-999.0,0.0,0.0,0.0,-15.74,3.61
2023,2,20,21,-999.0,0.0,0.0,0.0,-16.48,3.8
2023,2,20,22,-999.0,0.0,0.0,0.0,-17.24,3.85
2023,2,20,23,-999.0,0.0,0.0,0.0,-17.81,3.89
2023,2,21,0,-999.0,0.0,0.0,0.0,-18.23,3.98
2023,2,21,1,-999.0,0.0,0.0,0.0,-18.47,4.1
2023,2,21,2,-999.0,0.0,0.0,0.0,-18.63,4.05
2023,2,21,3,-999.0,0.0,0.0,0.0,-18.81,3.9
2023,2,21,4,-999.0,0.0,0.0,0.0,-18.99,3.74
2023,2,21,5,-999.0,0.0,0.0,0.0,-19.13,3.58
2023,2,21,6,-999.0,0.0,0.0,0.0,-18.92,3.47
2023,2,21,7,0.18,64.93,195.26,79.25,-17.4,3.25
2023,2,21,8,0.18,168.9,205.12,214.32,-14.84,2.91
2023,2,21,9,0.17,195.81,577.77,375.45,-12.6,2.7
2023,2,21,10,0.14,235.93,658.06,457.9,-10.82,2.42
2023,2,21,11,0.07,257.13,423.87,432.75,-9.49,2.0
2023,2,21,12,0.15,223.54,524.41,494.92,-8.78,1.32
2023,2,21,13,0.13,223.72,384.05,401.45,-8.6,0.88
2023,2,21,14,0.17,224.97,288.36,317.5,-8.6,1.17
2023,2,21,15,0.16,163.65,196.2,201.27,-8.91,1.52
2023,2,21,16,0.18,48.16,182.31,71.57,-9.98,1.9
2023,2,21,17,-999.0,0.0,0.0,0.0,-11.25,2.62
2023,2,21,18,-999.0,0.0,0.0,0.0,-11.89,3.47
2023,2,21,19,-999.0,0.0,0.0,0.0,-12.65,4.09
2023,2,21,20,-999.0,0.0,0.0,0.0,-13.46,4.53
2023,2,21,21,-999.0,0.0,0.0,0.0,-14.37,4.63
2023,2,21,22,-999.0,0.0,0.0,0.0,-15.43,4.39
2023,2,21,23,-999.0,0.0,0.0,0.0,-16.59,4.17
2023,2,22,0,-999.0,0.0,0.0,0.0,-17.42,3.94
2023,2,22,1,-999.0,0.0,0.0,0.0,-18.1,3.79
2023,2,22,2,-999.0,0.0,0.0,0.0,-18.49,3.68
2023,2,22,3,-999.0,0.0,0.0,0.0,-18.73,3.54
2023,2,22,4,-999.0,0.0,0.0,0.0,-18.89,3.37
2023,2,22,5,-999.0,0.0,0.0,0.0,-19.0,3.29
2023,2,22,6,-999.0,0.0,0.0,0.0,-18.98,3.2
2023,2,22,7,0.22,48.52,261.45,87.95,-17.61,2.97
2023,2,22,8,0.22,130.74,391.35,230.98,-14.82,2.88
2023,2,22,9,0.13,163.11,363.72,275.33,-12.46,2.74
2023,2,22,10,0.16,267.61,132.97,350.52,-10.28,2.61
2023,2,22,11,0.09,253.54,202.04,379.02,-8.72,2.57
2023,2,22,12,0.06,243.7,197.59,365.35,-7.88,2.6
2023,2,22,13,0.05,210.96,198.9,310.05,-7.59,2.64
2023,2,22,14,0.16,163.6,222.53,261.25,-7.88,2.68
2023,2,22,15,0.21,116.26,225.73,169.27,-8.34,2.61
2023,2,22,16,0.25,55.22,182.56,79.4,-9.36,2.48
2023,2,22,17,-999.0,0.0,0.0,0.0,-10.97,2.8
2023,2,22,18,-999.0,0.0,0.0,0.0,-12.02,2.87
2023,2,22,19,-999.0,0.0,0.0,0.0,-12.69,2.89
2023,2,22,20,-999.0,0.0,0.0,0.0,-13.17,2.78
2023,2,22,21,-999.0,0.0,0.0,0.0,-13.68,2.72
2023,2,22,22,-999.0,0.0,0.0,0.0,-14.11,2.66
2023,2,22,23,-999.0,0.0,0.0,0.0,-14.38,2.58
2023,2,23,0,-999.0,0.0,0.0,0.0,-14.59,2.6
2023,2,23,1,-999.0,0.0,0.0,0.0,-14.41,2.62
2023,2,23,2,-999.0,0.0,0.0,0.0,-14.09,2.63
2023,2,23,3,-999.0,0.0,0.0,0.0,-14.11,2.67
2023,2,23,4,-999.0,0.0,0.0,0.0,-14.48,2.71
2023,2,23,5,-999.0,0.0,0.0,0.0,-15.04,2.73
2023,2,23,6,-999.0,0.0,0.0,0.0,-15.27,2.73
2023,2,23,7,0.26,55.6,239.55,87.38,-13.89,2.42
2023,2,23,8,0.31,130.19,351.41,215.02,-11.58,1.92
2023,2,23,9,0.13,161.47,501.64,359.15,-9.45,1.45
2023,2,23,10,0.14,199.0,636.35,471.15,-7.64,1.23
2023,2,23,11,0.16,218.74,630.07,522.15,-6.33,1.25
2023,2,23,12,0.2,203.67,611.2,527.38,-5.84,1.22
2023,2,23,13,0.21,209.62,560.15,470.02,-5.72,1.05
2023,2,23,14,0.21,192.74,440.54,358.0,-5.87,0.83
2023,2,23,15,0.1,132.57,261.41,199.05,-6.34,0.79
2023,2,23,16,0.15,64.08,97.51,76.35,-7.28,1.02
2023,2,23,17,-999.0,0.0,0.0,0.0,-8.17,1.18
2023,2,23,18,-999.0,0.0,0.0,0.0,-8.75,1.31
2023,2,23,19,-999.0,0.0,0.0,0.0,-9.33,1.53
2023,2,23,20,-999.0,0.0,0.0,0.0,-9.97,1.91
2023,2,23,21,-999.0,0.0,0.0,0.0,-10.44,2.25
2023,2,23,22,-999.0,0.0,0.0,0.0,-10.78,2.6
2023,2,23,23,-999.0,0.0,0.0,0.0,-11.0,2.78
2023,2,24,0,-999.0,0.0,0.0,0.0,-11.25,2.85
2023,2,24,1,-999.0,0.0,0.0,0.0,-11.71,3.03
2023,2,24,2,-999.0,0.0,0.0,0.0,-12.36,3.15
2023,2,24,3,-999.0,0.0,0.0,0.0,-13.06,3.07
2023,2,24,4,-999.0,0.0,0.0,0.0,-13.6,3.01
2023,2,24,5,-999.0,0.0,0.0,0.0,-13.96,2.92
2023,2,24,6,-999.0,0.0,0.0,0.0,-14.07,2.83
2023,2,24,7,0.19,56.23,267.25,97.0,-12.71,2.71
2023,2,24,8,0.18,104.46,523.11,250.45,-10.45,2.16
2023,2,24,9,0.11,124.42,656.47,396.2,-8.07,1.6
2023,2,24,10,0.11,141.8,755.05,503.15,-6.49,1.11
2023,2,24,11,0.09,220.8,607.9,517.12,-5.73,0.78
2023,2,24,12,0.13,189.99,669.92,519.7,-5.54,0.52
2023,2,24,13,0.14,221.48,540.53,464.7,-5.59,0.28
2023,2,24,14,0.15,183.03,499.67,372.05,-5.9,0.23
2023,2,24,15,0.14,90.25,480.72,214.18,-6.37,0.43
2023,2,24,16,0.2,58.54,276.08,95.15,-7.3,0.72
2023,2,24,17,-999.0,0.0,0.0,0.0,-8.34,0.98
2023,2,24,18,-999.0,0.0,0.0,0.0,-8.9,1.19
2023,2,24,19,-999.0,0.0,0.0,0.0,-9.2,1.43
2023,2,24,20,-999.0,0.0,0.0,0.0,-9.38,1.79
2023,2,24,21,-999.0,0.0,0.0,0.0,-9.78,2.13
2023,2,24,22,-999.0,0.0,0.0,0.0,-10.49,2.54
2023,2,24,23,-999.0,0.0,0.0,0.0,-11.2,2.96
2023,2,25,0,-999.0,0.0,0.0,0.0,-11.94,3.2
2023,2,25,1,-999.0,0.0,0.0,0.0,-12.74,3.39
2023,2,25,2,-999.0,0.0,0.0,0.0,-13.51,3.59
2023,2,25,3,-999.0,0.0,0.0,0.0,-14.21,3.69
2023,2,25,4,-999.0,0.0,0.0,0.0,-15.09,3.56
2023,2,25,5,-999.0,0.0,0.0,0.0,-15.97,3.55
2023,2,25,6,-999.0,0.0,0.0,0.0,-16.36,3.34
2023,2,25,7,0.22,48.44,405.97,112.22,-15.13,2.96
2023,2,25,8,0.24,77.8,689.34,277.33,-12.68,2.34
2023,2,25,9,0.14,103.0,756.91,417.65,-9.48,1.32
2023,2,25,10,0.12,107.1,844.03,516.15,-6.99,0.97
2023,2,25,11,0.11,157.52,772.42,561.4,-5.99,1.56
2023,2,25,12,0.11,160.76,767.36,557.38,-5.64,1.88
2023,2,25,13,0.1,170.51,684.94,489.33,-5.62,2.0
2023,2,25,14,0.1,164.3,550.29,390.02,-5.77,2.05
2023,2,25,15,0.09,135.22,396.6,243.98,-6.18,2.05
2023,2,25,16,0.12,67.97,194.12,93.93,-7.27,2.21
2023,2,25,17,-999.0,0.0,0.0,0.0,-8.97,2.88
2023,2,25,18,-999.0,0.0,0.0,0.0,-9.93,3.34
2023,2,25,19,-999.0,0.0,0.0,0.0,-10.17,3.81
2023,2,25,20,-999.0,0.0,0.0,0.0,-10.38,4.31
2023,2,25,21,-999.0,0.0,0.0,0.0,-10.81,4.67
2023,2,25,22,-999.0,0.0,0.0,0.0,-11.13,5.0
2023,2,25,23,-999.0,0.0,0.0,0.0,-11.4,5.34
2023,2,26,0,-999.0,0.0,0.0,0.0,-11.7,5.63
2023,2,26,1,-999.0,0.0,0.0,0.0,-12.09,5.52
2023,2,26,2,-999.0,0.0,0.0,0.0,-12.44,5.7
2023,2,26,3,-999.0,0.0,0.0,0.0,-12.67,5.84
2023,2,26,4,-999.0,0.0,0.0,0.0,-12.85,5.83
2023,2,26,5,-999.0,0.0,0.0,0.0,-12.92,5.98
2023,2,26,6,0.17,6.23,5.17,4.2,-12.92,5.87
2023,2,26,7,0.1,66.65,170.2,85.3,-12.5,5.61
2023,2,26,8,0.09,100.55,557.91,252.02,-11.47,5.92
2023,2,26,9,0.13,152.75,646.62,420.05,-10.21,6.17
2023,2,26,10,0.14,114.83,787.02,494.83,-9.44,6.14
2023,2,26,11,0.13,116.5,835.71,546.15,-9.03,5.59
2023,2,26,12,0.11,151.49,812.72,574.1,-8.85,4.94
2023,2,26,13,0.12,104.85,858.14,505.17,-8.79,4.39
2023,2,26,14,0.15,102.87,821.2,434.73,-8.93,3.86
2023,2,26,15,0.16,82.39,702.85,286.52,-9.35,3.17
2023,2,26,16,0.19,39.42,498.0,124.85,-10.6,2.35
2023,2,26,17,-999.0,0.0,0.0,0.0,-12.44,2.13
2023,2,26,18,-999.0,0.0,0.0,0.0,-12.78,1.71
2023,2,26,19,-999.0,0.0,0.0,0.0,-13.05,1.46
2023,2,26,20,-999.0,0.0,0.0,0.0,-13.71,1.82
2023,2,26,21,-999.0,0.0,0.0,0.0,-14.52,2.46
2023,2,26,22,-999.0,0.0,0.0,0.0,-15.25,2.97
2023,2,26,23,-999.0,0.0,0.0,0.0,-15.47,3.24
2023,2,27,0,-999.0,0.0,0.0,0.0,-15.56,3.48
2023,2,27,1,-999.0,0.0,0.0,0.0,-15.62,3.61
2023,2,27,2,-999.0,0.0,0.0,0.0,-15.6,3.78
2023,2,27,3,-999.0,0.0,0.0,0.0,-15.49,3.84
2023,2,27,4,-999.0,0.0,0.0,0.0,-15.2,3.96
2023,2,27,5,-999.0,0.0,0.0,0.0,-14.29,4.08
2023,2,27,6,0.16,5.21,0.0,4.3,-13.14,3.84
2023,2,27,7,0.12,74.73,108.72,88.38,-11.25,3.64
2023,2,27,8,0.1,127.72,414.52,242.48,-8.92,3.5
2023,2,27,9,0.19,180.57,495.22,378.08,-6.13,3.4
2023,2,27,10,0.21,189.81,621.35,487.58,-2.94,3.67
2023,2,27,11,0.37,198.8,1008.73,546.47,-0.58,3.14
2023,2,27,12,0.37,189.31,717.31,554.78,0.55,3.07
2023,2,27,13,0.18,207.67,612.46,469.05,1.0,2.96
2023,2,27,14,0.2,148.19,521.21,372.05,0.86,2.71
2023,2,27,15,0.11,119.37,327.46,221.05,0.1,2.38
2023,2,27,16,0.12,56.53,106.08,73.85,-1.49,2.16
2023,2,27,17,0.17,4.16,1.68,2.72,-2.61,2.08
2023,2,27,18,-999.0,0.0,0.0,0.0,-3.16,2.01
2023,2,27,19,-999.0,0.0,0.0,0.0,-3.75,1.85
2023,2,27,20,-999.0,0.0,0.0,0.0,-4.5,1.72
2023,2,27,21,-999.0,0.0,0.0,0.0,-5.18,1.68
2023,2,27,22,-999.0,0.0,0.0,0.0,-5.52,1.64
2023,2,27,23,-999.0,0.0,0.0,0.0,-5.64,1.56
2023,2,28,0,-999.0,0.0,0.0,0.0,-5.73,1.6
2023,2,28,1,-999.0,0.0,0.0,0.0,-5.71,1.58
2023,2,28,2,-999.0,0.0,0.0,0.0,-5.48,1.36
2023,2,28,3,-999.0,0.0,0.0,0.0,-5.23,0.87
2023,2,28,4,-999.0,0.0,0.0,0.0,-5.19,0.32
2023,2,28,5,-999.0,0.0,0.0,0.0,-5.31,0.37
2023,2,28,6,0.16,2.81,0.0,2.03,-5.44,0.85
2023,2,28,7,0.11,33.27,1.69,35.65,-5.07,0.98
2023,2,28,8,0.24,92.56,21.37,102.9,-3.81,1.04
2023,2,28,9,0.13,147.39,33.59,171.65,-2.54,0.93
2023,2,28,10,0.12,182.6,32.62,215.43,-1.25,0.75
2023,2,28,11,0.14,299.67,103.18,356.83,-0.24,0.52
2023,2,28,12,0.14,289.18,58.1,359.67,0.15,0.18
2023,2,28,13,0.14,253.92,24.04,302.45,0.04,0.32
2023,2,28,14,0.14,198.23,16.38,225.02,-0.52,1.12
2023,2,28,15,0.14,131.21,21.54,144.65,-1.36,1.96
2023,2,28,16,0.15,38.82,5.33,40.67,-2.16,2.24
2023,2,28,17,0.16,4.45,0.0,3.15,-2.73,2.56
2023,2,28,18,-999.0,0.0,0.0,0.0,-3.09,3.26
2023,2,28,19,-999.0,0.0,0.0,0.0,-3.52,4.05
2023,2,28,20,-999.0,0.0,0.0,0.0,-4.15,4.98
2023,2,28,21,-999.0,0.0,0.0,0.0,-4.91,5.34
2023,2,28,22,-999.0,0.0,0.0,0.0,-5.31,5.34
2023,2,28,23,-999.0,0.0,0.0,0.0,-5.57,5.37
2023,3,1,0,-999.0,0.0,0.0,0.0,-5.82,5.18
2023,3,1,1,-999.0,0.0,0.0,0.0,-6.28,5.09
2023,3,1,2,-999.0,0.0,0.0,0.0,-6.94,4.86
2023,3,1,3,-999.0,0.0,0.0,0.0,-7.68,4.35
2023,3,1,4,-999.0,0.0,0.0,0.0,-8.39,3.6
2023,3,1,5,-999.0,0.0,0.0,0.0,-8.76,2.62
2023,3,1,6,0.15,7.27,12.63,5.32,-8.8,1.53
2023,3,1,7,0.12,60.43,110.7,69.85,-8.0,0.63
2023,3,1,8,0.14,116.69,289.31,184.9,-6.56,0.22
2023,3,1,9,0.11,127.13,452.59,302.2,-5.41,0.75
2023,3,1,10,0.11,125.81,570.65,368.33,-4.57,1.06
2023,3,1,11,0.11,216.07,429.76,457.48,-3.99,1.44
2023,3,1,12,0.11,108.61,695.47,438.25,-3.85,1.8
2023,3,1,13,0.12,207.06,432.38,407.62,-3.97,1.93
2023,3,1,14,0.12,135.61,478.61,317.27,-4.18,1.93
2023,3,1,15,0.14,79.9,548.79,206.07,-4.51,1.78
2023,3,1,16,0.14,40.42,283.0,76.18,-5.72,1.61
2023,3,1,17,0.15,6.88,31.76,5.4,-7.8,1.89
2023,3,1,18,-999.0,0.0,0.0,0.0,-8.7,2.38
2023,3,1,19,-999.0,0.0,0.0,0.0,-9.31,2.88
2023,3,1,20,-999.0,0.0,0.0,0.0,-10.25,3.26
2023,3,1,21,-999.0,0.0,0.0,0.0,-11.23,3.6
